MEANING	CLUSTER_ALGO	Precision	Recall	F-score	ARI	# of. Predicted Clusters	# of. Gold Clusters	ALPHA
louse	CRP	0.2082298136645962	1.0	0.34468577303688464	0.05898471300836458	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
louse	CRP	0.21566597653554176	1.0	0.35481124042009654	0.05276277523888658	3	22	0.1
