MEANING	CLUSTER_ALGO	Precision	Recall	F-score	ARI	# of. Predicted Clusters	# of. Gold Clusters	ALPHA
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.1194137729556359
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.211496403779826
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.211496403779826
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.211496403779826
full	Socher	0.550326797385621	0.9529411764705881	0.6977186700767263	0.30230162369815033	5	9	0.4589126693283401
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.017065641039668223
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.0021396458274789555
full	Socher	0.550326797385621	0.9529411764705881	0.6977186700767263	0.30230162369815033	5	9	0.38627471573306355
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.12795371908325331
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.06986911511283897
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.03778547809994803
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.12078770062634545
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.06084838345743043
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.05646952897974476
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.05521766237623958
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.026564976043089227
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.032877391710872665
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.09642950846368468
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.014928535091049971
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.013543014884122054
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.030227152931114266
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.21411339979566407
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.01602013562897944
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.17520345261731524
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.03728357722847532
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.07123187467382155
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.21834508984941
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.2671752803052404
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.2671752803052404
full	Socher	0.5274509803921569	0.9529411764705881	0.6790494740942734	0.2986542528995156	4	9	0.2671752803052404
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.08394999243207305
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.03673924748091904
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.04668799383133171
full	Socher	0.5058823529411766	0.9529411764705883	0.660910815939279	0.29380061358171417	3	9	0.08803412451154193
full	upgma	0.4400000000000001	1.0	0.6111111111111112	0.053148889697852204	2	9	
full	infomap	0.4878193701723113	0.9149905123339659	0.6363657698831451	0.2560844479119395	3	9	
horn	CRP	0.9243046055631555	0.96171802054155	0.9426402242857147	0.770268267378094	5	6	0.1
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.07605458152755755
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.07605458152755755
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.17299844231091116
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.03912566616721065
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.03039671246066043
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.238322021965416
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.016991879784475132
horn	CRP	0.9242424242424243	1.0	0.9606299212598426	0.8378728923476005	4	6	0.05523525285329588
